age,gender,marital_status,education_level,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,num_of_open_accounts,num_of_delinquencies,loan_paid_back,annual_income_log,current_balance_log
59,male,married,other,unemployed,0.11,707.0,13940.9,debt_consolidation,12.43,36,9,3,0,9.444797285190587,9.79576202020756
22,male,single,high_school,employed,0.278,713.0,10442.12,other,10.72,36,7,1,1,8.724558518649623,8.946278467332691
23,male,single,bachelor's,employed,0.45849999999999996,797.0,6555.36,debt_consolidation,10.64,36,2,3,1,10.112019269050107,9.745176229223405
69,female,single,high_school,employed,0.051,618.0,12229.77,debt_consolidation,13.0,36,8,1,1,10.850269273389955,10.388618066379173
57,male,married,master's,employed,0.11,766.0,4578.67,home,8.5,36,4,0,1,11.115966923216387,10.309636426822909
69,female,single,bachelor's,employed,0.172,640.0,7693.41,debt_consolidation,12.29,36,5,2,1,9.743844483783818,8.913750744791184
37,male,married,bachelor's,employed,0.047,571.0,13752.36,other,13.42,60,5,5,1,9.500435779989663,9.291954459769656
69,male,single,bachelor's,unemployed,0.442,609.0,13537.06,vacation,15.54,36,3,5,0,10.066521799235185,7.752992446170229
22,female,divorced,bachelor's,self-employed,0.264,687.0,16759.63,debt_consolidation,12.08,60,4,5,1,10.055973418758503,9.115090790335753
22,male,divorced,bachelor's,self-employed,0.151,631.0,25592.4,debt_consolidation,14.68,60,3,2,1,10.630446855773101,7.64780990011824
48,male,married,bachelor's,employed,0.06,779.0,9672.09,debt_consolidation,12.18,60,6,2,1,10.575194781115098,8.03174612378933
74,male,married,bachelor's,employed,0.191,781.0,19154.82,car,8.05,36,9,2,1,11.380138480919165,10.74249262259056
43,female,single,bachelor's,unemployed,0.113,748.0,31495.79,debt_consolidation,11.46,60,7,2,1,10.251747186873514,9.519585286342911
57,female,single,master's,self-employed,0.132,568.0,500.0,debt_consolidation,16.2,36,8,3,0,9.702200278139358,9.970012380908699
52,male,divorced,bachelor's,self-employed,0.218,690.0,12117.56,car,11.6,36,2,0,1,10.683122931585029,10.320672052847991
53,male,married,phd,retired,0.092,662.0,21528.89,debt_consolidation,12.86,36,6,4,1,9.920625357836208,10.089744273073567
21,female,single,high_school,student,0.299,669.0,20889.6,debt_consolidation,9.93,36,6,3,0,9.92997075618302,10.054397988438435
39,female,married,high_school,student,0.09,679.0,3750.73,debt_consolidation,12.77,36,4,4,1,11.519019260028752,10.382315879347521
22,male,divorced,bachelor's,employed,0.443,695.0,16207.69,debt_consolidation,9.73,36,4,1,1,11.058354772953056,11.103621899401002
73,female,single,high_school,unemployed,0.093,756.0,30033.22,medical,10.11,60,4,4,1,10.244143880767895,9.002048486660403
64,female,single,bachelor's,retired,0.261,723.0,22274.57,debt_consolidation,11.09,36,2,3,1,11.593300025266899,8.806076542044382
46,female,divorced,high_school,self-employed,0.42,697.0,18788.72,other,13.7,36,6,5,1,10.99795208447523,10.828360154595646
52,male,married,master's,self-employed,0.038,678.0,22200.66,car,12.55,36,4,2,1,10.732978666816232,10.006606257212448
26,male,single,bachelor's,unemployed,0.195,519.0,14947.7,other,17.13,60,9,5,0,10.093282364862803,9.347192868624516
52,male,single,bachelor's,employed,0.078,731.0,21651.67,other,12.81,36,6,1,1,9.264999944087842,9.123684931633589
75,female,married,master's,employed,0.323,652.0,4855.04,car,11.91,36,5,4,1,9.986956997617472,8.877580037713594
24,female,married,high_school,employed,0.077,606.0,18889.71,vacation,16.72,36,3,0,1,10.20525557553325,9.367509064446851
75,male,single,master's,retired,0.077,767.0,20818.55,vacation,9.7,36,7,3,1,9.781989186077869,9.614648811400965
31,female,single,bachelor's,employed,0.206,660.0,13948.61,other,11.93,36,1,4,1,10.574282523375068,9.910843431599073
37,female,single,high_school,employed,0.242,759.0,9112.46,debt_consolidation,9.65,60,5,3,1,9.277104227718993,9.252416619592067
58,other,single,master's,self-employed,0.124,723.0,14614.48,education,7.13,36,5,2,1,11.298273259916506,11.14939119239084
44,female,single,bachelor's,self-employed,0.072,580.0,15137.82,business,16.09,36,3,3,1,10.225638078444407,10.023622486975732
25,other,single,bachelor's,unemployed,0.147,647.0,16547.13,car,11.46,60,5,2,0,10.943561593478274,10.655067542881778
72,male,single,phd,employed,0.181,571.0,12921.54,debt_consolidation,12.16,60,3,1,1,10.936438556670337,10.865892872415955
54,female,divorced,phd,employed,0.135,632.0,30927.56,debt_consolidation,10.04,60,4,4,1,9.759482646508026,9.580609988180687
26,female,single,phd,unemployed,0.362,842.0,4909.91,car,6.68,36,5,3,0,9.4555874309418,9.822323049218408
42,male,single,bachelor's,unemployed,0.187,693.0,12355.91,education,13.33,36,6,2,0,10.116006865972832,10.059616987620982
31,male,single,master's,employed,0.268,585.0,21421.9,car,12.78,36,9,4,1,10.725313087507333,10.13629069937478
68,female,married,high_school,employed,0.368,668.0,7116.86,car,14.05,60,3,2,1,10.582023253447469,10.680270899632589
36,male,single,master's,employed,0.246,684.0,13798.83,debt_consolidation,11.82,36,5,1,1,11.199430008765315,10.166138314420852
53,female,married,bachelor's,employed,0.069,555.0,13273.22,home,16.67,36,7,3,1,10.735425987114384,9.145090130959428
29,male,married,bachelor's,unemployed,0.161,665.0,25786.7,education,14.33,36,5,2,0,10.779476362961914,10.442645790188694
26,male,divorced,phd,employed,0.125,634.0,23569.49,business,12.32,36,9,5,0,10.014932768799804,8.733690706677331
36,male,married,master's,employed,0.314,648.0,14619.8,debt_consolidation,14.74,60,3,2,1,10.347090094955169,10.10427710457092
49,male,single,other,employed,0.034,711.0,9598.8,business,11.31,36,7,2,1,10.363131454637468,8.660382297828304
23,female,single,bachelor's,employed,0.111,653.0,12194.59,business,9.85,60,2,0,1,10.870763561365335,9.852965539581938
40,female,married,high_school,retired,0.145,730.0,21032.79,debt_consolidation,12.08,36,5,2,1,10.951839521886118,10.37223132599674
56,male,single,phd,self-employed,0.107,688.0,5479.33,education,10.52,60,1,3,1,10.360570885569532,10.527243389372462
39,male,single,bachelor's,employed,0.221,826.0,20649.26,home,5.65,60,5,6,1,10.380245196985022,9.305688732869783
46,male,widowed,phd,employed,0.328,674.0,10877.88,medical,14.26,36,6,4,1,10.710876617381365,10.410670148527267
23,male,married,master's,employed,0.084,709.0,16004.14,debt_consolidation,11.09,36,2,4,1,11.659676146508389,11.151462792413675
39,female,married,master's,employed,0.15,629.0,17688.07,debt_consolidation,11.59,36,1,4,0,9.456555710858149,7.768017311589643
40,male,married,bachelor's,employed,0.218,606.0,22680.34,home,11.31,36,3,5,0,9.945720551121779,9.832945445889589
52,male,married,master's,employed,0.393,731.0,38690.96,other,11.36,60,4,1,1,9.970149910484793,9.266161948202337
27,female,married,high_school,employed,0.162,749.0,25984.33,education,12.6,36,3,3,1,9.710461506583105,7.768934911601593
72,male,single,other,unemployed,0.212,759.0,6196.65,debt_consolidation,10.94,60,8,2,0,10.02273218620422,9.592138957550139
61,male,widowed,high_school,retired,0.155,706.0,27849.99,home,13.26,60,8,1,1,10.726171532947752,11.078542383745669
53,male,single,high_school,employed,0.026,664.0,14496.15,medical,9.8,36,4,2,1,11.067498773332089,10.048903048634102
60,female,married,bachelor's,self-employed,0.022,687.0,500.0,medical,11.35,60,5,2,1,10.63814153308353,10.19698704593433
59,female,single,master's,student,0.203,688.0,25554.32,car,10.4,36,4,3,0,10.626060516782305,9.22043821670112
38,female,single,master's,employed,0.314,579.0,531.04,other,11.45,36,8,3,1,9.948753418417526,7.751075238000117
60,male,married,bachelor's,retired,0.09,742.0,13897.7,medical,9.31,60,7,4,1,8.902251489746739,9.499469397086875
21,male,single,master's,employed,0.221,603.0,11565.48,other,13.85,60,2,5,1,10.724910966528139,9.960092340931565
31,female,married,master's,employed,0.167,725.0,36185.1,home,9.93,36,2,6,1,11.300282093314623,10.620265562682128
48,female,married,bachelor's,employed,0.046,535.0,21649.71,car,13.59,36,5,1,1,11.075089116421243,10.742171923099873
45,other,married,bachelor's,self-employed,0.033,760.0,12306.29,car,11.48,36,4,0,1,10.443412746899359,7.571504544357521
70,male,single,bachelor's,retired,0.31,628.0,8651.47,business,17.27,36,5,2,1,10.54646081197644,9.163198448711109
43,male,single,master's,employed,0.17,676.0,14838.74,car,10.56,36,6,5,1,11.342353372093765,10.691739664565672
51,female,married,phd,employed,0.337,632.0,2084.59,debt_consolidation,14.52,60,7,4,1,10.082400807663104,9.048040242069444
50,female,single,high_school,employed,0.274,765.0,13090.43,education,9.35,36,5,0,1,10.228284396239825,9.527372729785743
62,female,single,high_school,employed,0.173,649.0,1347.53,debt_consolidation,17.66,36,5,0,0,9.41993494908045,9.015823149450297
55,female,married,high_school,employed,0.124,660.0,17169.77,other,13.8,36,4,2,1,10.779129816500081,9.699554541504465
27,female,married,bachelor's,unemployed,0.11,726.0,18848.04,education,9.06,36,6,4,1,10.200132835134335,8.62970189777523
36,female,married,bachelor's,employed,0.173,599.0,21971.19,car,16.74,36,5,3,1,10.320656568593584,9.553783966401939
46,female,single,bachelor's,employed,0.102,651.0,17705.67,other,14.97,36,7,2,1,10.909243232264988,10.14604855893801
68,female,married,bachelor's,employed,0.141,762.0,13597.79,other,11.93,36,5,2,1,10.048991240366444,9.80293435208875
72,female,married,bachelor's,employed,0.249,772.0,4906.79,debt_consolidation,11.2,36,4,4,1,10.798666388395747,9.623843091766815
69,male,married,high_school,employed,0.164,707.0,16190.06,medical,13.46,60,2,0,1,10.829742872587557,8.762436337818261
22,male,married,bachelor's,employed,0.171,670.0,18700.69,debt_consolidation,11.18,36,2,0,1,10.283567841867821,10.419067556304768
21,female,married,high_school,employed,0.158,718.0,15705.54,car,10.36,60,7,1,1,11.003580244865796,10.564639036538003
68,male,married,master's,employed,0.092,707.0,7575.7,debt_consolidation,10.37,60,2,4,1,10.438197169364896,9.955866981865514
32,female,married,bachelor's,employed,0.106,641.0,18282.12,debt_consolidation,14.68,36,6,1,1,10.929264417990906,10.713602992467946
25,male,married,bachelor's,employed,0.152,663.0,28129.76,debt_consolidation,12.04,36,2,3,1,10.130290001911415,8.656939481494987
57,male,married,bachelor's,student,0.063,584.0,1533.22,medical,11.55,36,4,5,0,10.85109108148372,8.347832083984967
52,female,married,bachelor's,retired,0.23,735.0,18609.75,debt_consolidation,12.86,36,3,1,1,10.287104382430279,9.289450953046975
75,male,married,bachelor's,employed,0.03,768.0,10559.73,debt_consolidation,11.21,60,9,2,1,10.701194278062502,10.670124710759103
29,male,single,high_school,employed,0.255,670.0,9377.75,debt_consolidation,11.51,36,5,5,1,10.712011320020377,9.660514948576592
61,male,single,bachelor's,employed,0.018,708.0,36881.15,debt_consolidation,12.43,60,3,1,1,10.260837818393673,10.093058187823218
55,female,married,high_school,employed,0.122,794.0,14742.15,business,13.73,36,4,5,1,10.243233709740228,8.401941698699327
39,male,married,bachelor's,employed,0.126,657.0,23928.15,education,14.8,36,3,2,1,10.372710564679597,9.30974488581664
68,female,single,master's,self-employed,0.171,731.0,23154.65,business,10.54,60,7,0,1,10.543062264415548,10.217850746987189
36,male,married,bachelor's,employed,0.215,706.0,5444.01,vacation,8.17,36,4,2,1,10.844324739978774,9.839390533921973
23,female,single,master's,retired,0.171,588.0,13337.44,debt_consolidation,14.19,36,5,2,1,10.642432567566367,8.823792204942277
40,male,married,high_school,employed,0.43,787.0,500.0,debt_consolidation,10.48,36,7,4,0,8.701106813534699,9.069886790473817
44,male,married,high_school,employed,0.062,658.0,15990.06,debt_consolidation,9.29,36,4,3,1,11.013298567405055,10.102169954470291
74,male,married,high_school,employed,0.106,573.0,6970.75,debt_consolidation,12.64,36,4,5,1,10.741927439516182,10.365060115012344
53,male,single,high_school,student,0.04,705.0,19222.53,car,9.94,60,4,2,1,11.206722127926323,10.723224872112604
44,female,widowed,bachelor's,unemployed,0.067,489.5,26995.15,debt_consolidation,14.73,60,9,1,0,11.009200405756957,10.894669963671063
72,male,married,bachelor's,employed,0.11,537.0,6351.59,debt_consolidation,17.97,36,6,3,0,10.246331943788364,8.615555073672688
31,male,married,master's,employed,0.189,684.0,8452.24,debt_consolidation,7.89,36,7,1,1,9.799956473549209,9.118112138093842
69,female,married,master's,employed,0.336,712.0,4807.33,business,12.93,36,4,3,1,11.584092717443191,10.504316024377054
28,male,widowed,bachelor's,self-employed,0.31,679.0,21234.56,business,13.31,60,6,0,1,11.269995063735376,10.11767794365721
56,male,married,bachelor's,employed,0.044,645.0,24469.39,debt_consolidation,16.61,36,6,2,1,10.94782596895349,10.167440170287026
58,female,married,high_school,employed,0.044,715.0,3751.07,education,15.98,36,3,2,1,10.022366431980764,9.625256676489649
60,female,single,bachelor's,employed,0.45849999999999996,749.0,500.0,debt_consolidation,10.16,36,4,2,1,9.718696549167282,9.277719542147238
40,male,married,high_school,employed,0.124,685.0,7537.81,debt_consolidation,12.19,36,4,1,1,10.239310649940633,8.205475224021171
55,male,married,bachelor's,employed,0.109,699.0,2293.49,business,13.87,36,5,1,1,11.01591940956748,9.794460322690677
68,female,married,master's,employed,0.196,589.0,2999.99,vacation,14.06,36,6,3,0,9.056076685763943,9.607163579529464
45,male,single,bachelor's,employed,0.078,589.0,27446.56,education,12.28,36,10,4,0,10.064155945847515,8.669924578810036
55,female,single,high_school,unemployed,0.245,750.0,20116.78,home,15.14,60,7,2,0,12.106714689522034,11.842667389480399
45,male,married,other,self-employed,0.039,721.0,3391.3,debt_consolidation,10.39,36,9,0,1,10.286284331143051,10.201227870810127
49,female,married,high_school,employed,0.087,747.0,25168.4,education,10.74,36,1,3,1,10.522506645355419,7.898191982288032
38,male,married,phd,employed,0.028,641.0,17310.63,medical,16.21,36,4,1,1,10.48451363835799,8.568429884201947
66,female,single,master's,self-employed,0.237,666.0,18136.73,education,11.1,60,4,4,1,11.534651926783992,9.772859939858902
38,male,single,bachelor's,unemployed,0.239,799.0,4329.68,other,10.3,36,5,3,0,10.306295132542521,10.509615265164621
22,female,single,high_school,employed,0.099,692.0,9783.86,car,13.05,36,6,3,1,9.422179468024455,8.618127525970785
74,male,single,other,employed,0.218,742.0,16248.95,car,13.35,60,7,2,1,11.118346141131331,10.327443971023794
55,male,single,bachelor's,self-employed,0.397,673.0,500.0,education,13.16,36,8,1,1,9.858585370359794,9.03394800275766
36,female,married,high_school,employed,0.05,772.0,15525.8,debt_consolidation,7.44,36,2,2,1,9.604621168189643,9.756582559207716
61,female,divorced,bachelor's,self-employed,0.28,791.0,4953.73,home,10.85,36,7,4,1,11.415675965901327,9.898699106204328
56,female,single,bachelor's,employed,0.063,811.0,17171.64,home,7.34,60,3,1,1,10.946001688618036,10.091449008490521
53,male,married,high_school,employed,0.142,757.0,17033.51,debt_consolidation,10.71,60,4,2,1,10.280888520838126,9.789135623894179
24,female,married,high_school,employed,0.13,591.0,25070.74,debt_consolidation,12.66,36,6,3,1,11.192865093896645,8.220115114444054
53,male,divorced,high_school,employed,0.294,615.0,28347.67,car,12.91,36,5,5,1,11.08516336622663,10.57067902939187
34,female,divorced,high_school,retired,0.09,736.0,24532.74,car,13.21,36,11,3,1,10.090552840027152,9.624391183887777
41,female,single,high_school,employed,0.037,494.0,500.0,home,13.78,60,5,3,1,10.614363397491733,10.384030448089389
68,male,single,high_school,employed,0.294,680.0,500.0,education,16.1,36,8,6,0,10.435908900920357,10.703016352250236
40,female,single,high_school,employed,0.371,650.0,880.89,debt_consolidation,14.18,36,4,3,0,10.101044541806193,8.166338420222237
28,female,married,high_school,employed,0.322,719.0,8363.75,education,13.19,36,5,2,1,10.52648074134124,10.196703658935796
27,male,married,other,employed,0.208,631.0,11641.23,debt_consolidation,11.14,36,5,1,1,10.960933863917584,9.981252437170152
23,female,single,bachelor's,employed,0.282,758.0,10051.54,car,8.75,36,5,0,0,9.939348300399631,9.26443169821909
37,male,married,bachelor's,unemployed,0.197,779.0,22098.51,vacation,9.94,36,5,2,0,10.99378167431317,8.264244857609821
53,female,married,bachelor's,employed,0.256,582.0,12248.01,business,15.5,36,6,0,1,9.385639831453368,9.763774233978813
68,male,widowed,high_school,employed,0.262,563.0,27760.81,debt_consolidation,11.95,36,3,6,1,10.631856113414626,10.217661593375999
32,male,single,phd,employed,0.054,593.0,13492.06,education,12.06,36,2,3,1,10.058179228855535,9.52687517221488
71,male,single,bachelor's,employed,0.207,607.0,1717.44,home,16.08,60,2,3,1,11.446651038019604,11.408819384401827
42,female,single,bachelor's,employed,0.166,520.0,6960.98,debt_consolidation,18.04,36,4,3,1,9.53300993126257,9.462585922184047
75,female,single,other,self-employed,0.258,757.0,32991.45,car,10.0,36,3,2,1,10.356365050721921,9.977966348783239
42,female,married,master's,employed,0.095,745.0,500.0,debt_consolidation,11.42,36,6,6,1,10.000596114281832,7.492738016551522
66,male,single,bachelor's,retired,0.374,651.0,6826.3,business,9.65,36,4,0,1,10.1595009234735,9.719872960131825
50,male,married,other,employed,0.154,669.0,13087.49,car,11.69,36,5,2,1,9.817324361189879,9.707852766680048
